# run_id: biascal_v2_20260615T171638Z
# started_at: 2026-06-15T17:43:43Z
# git_sha: unknown
# build_type: Release
# compiler: unknown
# host: unknown
# seeds: [0,1,2,3,4,5,6,7,8,9]
# configs: 17
# scenarios: 20
# total_runs: 1870
# elapsed_seconds: 1625.3
run_id,config,scenario,seed,metric,value,unit
biascal_v2_20260615T171638Z,imm_cv_ct_mht,crossing,0,ospa_mean,18.1586,m
biascal_v2_20260615T171638Z,imm_cv_ct_mht,crossing,0,ospa_p95,11.4267,m
biascal_v2_20260615T171638Z,imm_cv_ct_mht,crossing,0,gospa_mean,8.5024,m
biascal_v2_20260615T171638Z,imm_cv_ct_mht,crossing,0,gospa_p95,16.1598,m
biascal_v2_20260615T171638Z,imm_cv_ct_mht,crossing,0,gospa_rms,9.41789,m
biascal_v2_20260615T171638Z,imm_cv_ct_mht,crossing,0,lifetime_ratio,0.975,ratio
biascal_v2_20260615T171638Z,imm_cv_ct_mht,crossing,0,track_breaks,0,count
biascal_v2_20260615T171638Z,imm_cv_ct_mht,crossing,0,id_switches,0,count
biascal_v2_20260615T171638Z,imm_cv_ct_mht,crossing,0,pos_rmse_m,6.34711,m
biascal_v2_20260615T171638Z,imm_cv_ct_mht,crossing,0,sog_rmse_mps,2.64879,m/s
biascal_v2_20260615T171638Z,imm_cv_ct_mht,crossing,0,cog_rmse_deg,4.32837,deg
biascal_v2_20260615T171638Z,imm_cv_ct_mht,crossing,0,nees_mean,1.51171,ratio
biascal_v2_20260615T171638Z,imm_cv_ct_mht,crossing,0,nees_p95,4.50144,ratio
biascal_v2_20260615T171638Z,imm_cv_ct_mht,crossing,0,nees_coverage_95,1,ratio
biascal_v2_20260615T171638Z,imm_cv_ct_mht,crossing,0,nees_beta_hat,0.755854,ratio
biascal_v2_20260615T171638Z,imm_cv_ct_mht,crossing,0,nees_n,78,count
biascal_v2_20260615T171638Z,imm_cv_ct_mht,crossing,0,nees_dropped_singular,0,count
biascal_v2_20260615T171638Z,imm_cv_ct_mht,crossing,0,nis_mean:ais_pos2d_sim,1.89233,ratio
biascal_v2_20260615T171638Z,imm_cv_ct_mht,crossing,0,nis_coverage_95:ais_pos2d_sim,0.935897,ratio
biascal_v2_20260615T171638Z,imm_cv_ct_mht,crossing,0,nis_alpha_hat:ais_pos2d_sim,0.946165,ratio
biascal_v2_20260615T171638Z,imm_cv_ct_mht,crossing,0,nis_trace_ratio:ais_pos2d_sim,0.720021,ratio
biascal_v2_20260615T171638Z,imm_cv_ct_mht,crossing,0,nis_n:ais_pos2d_sim,78,count
biascal_v2_20260615T171638Z,imm_cv_ct_mht,crossing,0,nis_dropped_singular:ais_pos2d_sim,0,count
biascal_v2_20260615T171638Z,imm_cv_ct_mht_robust,crossing,0,ospa_mean,18.1745,m
biascal_v2_20260615T171638Z,imm_cv_ct_mht_robust,crossing,0,ospa_p95,11.4838,m
biascal_v2_20260615T171638Z,imm_cv_ct_mht_robust,crossing,0,gospa_mean,8.52502,m
biascal_v2_20260615T171638Z,imm_cv_ct_mht_robust,crossing,0,gospa_p95,16.2335,m
biascal_v2_20260615T171638Z,imm_cv_ct_mht_robust,crossing,0,gospa_rms,9.52586,m
biascal_v2_20260615T171638Z,imm_cv_ct_mht_robust,crossing,0,lifetime_ratio,0.975,ratio
biascal_v2_20260615T171638Z,imm_cv_ct_mht_robust,crossing,0,track_breaks,0,count
biascal_v2_20260615T171638Z,imm_cv_ct_mht_robust,crossing,0,id_switches,0,count
biascal_v2_20260615T171638Z,imm_cv_ct_mht_robust,crossing,0,pos_rmse_m,6.43355,m
biascal_v2_20260615T171638Z,imm_cv_ct_mht_robust,crossing,0,sog_rmse_mps,2.84623,m/s
biascal_v2_20260615T171638Z,imm_cv_ct_mht_robust,crossing,0,cog_rmse_deg,4.21051,deg
biascal_v2_20260615T171638Z,imm_cv_ct_mht_robust,crossing,0,nees_mean,1.44967,ratio
biascal_v2_20260615T171638Z,imm_cv_ct_mht_robust,crossing,0,nees_p95,4.26172,ratio
biascal_v2_20260615T171638Z,imm_cv_ct_mht_robust,crossing,0,nees_coverage_95,1,ratio
biascal_v2_20260615T171638Z,imm_cv_ct_mht_robust,crossing,0,nees_beta_hat,0.724837,ratio
biascal_v2_20260615T171638Z,imm_cv_ct_mht_robust,crossing,0,nees_n,78,count
biascal_v2_20260615T171638Z,imm_cv_ct_mht_robust,crossing,0,nees_dropped_singular,0,count
biascal_v2_20260615T171638Z,imm_cv_ct_mht_robust,crossing,0,nis_mean:ais_pos2d_sim,1.86184,ratio
biascal_v2_20260615T171638Z,imm_cv_ct_mht_robust,crossing,0,nis_coverage_95:ais_pos2d_sim,0.948718,ratio
biascal_v2_20260615T171638Z,imm_cv_ct_mht_robust,crossing,0,nis_alpha_hat:ais_pos2d_sim,0.930918,ratio
biascal_v2_20260615T171638Z,imm_cv_ct_mht_robust,crossing,0,nis_trace_ratio:ais_pos2d_sim,0.77477,ratio
biascal_v2_20260615T171638Z,imm_cv_ct_mht_robust,crossing,0,nis_n:ais_pos2d_sim,78,count
biascal_v2_20260615T171638Z,imm_cv_ct_mht_robust,crossing,0,nis_dropped_singular:ais_pos2d_sim,0,count
biascal_v2_20260615T171638Z,imm_cv_ct_mht_ipda,crossing,0,ospa_mean,18.1586,m
biascal_v2_20260615T171638Z,imm_cv_ct_mht_ipda,crossing,0,ospa_p95,11.4267,m
biascal_v2_20260615T171638Z,imm_cv_ct_mht_ipda,crossing,0,gospa_mean,8.5024,m
biascal_v2_20260615T171638Z,imm_cv_ct_mht_ipda,crossing,0,gospa_p95,16.1598,m
biascal_v2_20260615T171638Z,imm_cv_ct_mht_ipda,crossing,0,gospa_rms,9.41789,m
biascal_v2_20260615T171638Z,imm_cv_ct_mht_ipda,crossing,0,lifetime_ratio,0.975,ratio
biascal_v2_20260615T171638Z,imm_cv_ct_mht_ipda,crossing,0,track_breaks,0,count
biascal_v2_20260615T171638Z,imm_cv_ct_mht_ipda,crossing,0,id_switches,0,count
biascal_v2_20260615T171638Z,imm_cv_ct_mht_ipda,crossing,0,pos_rmse_m,6.34711,m
biascal_v2_20260615T171638Z,imm_cv_ct_mht_ipda,crossing,0,sog_rmse_mps,2.64879,m/s
biascal_v2_20260615T171638Z,imm_cv_ct_mht_ipda,crossing,0,cog_rmse_deg,4.32837,deg
biascal_v2_20260615T171638Z,imm_cv_ct_mht_ipda,crossing,0,nees_mean,1.51171,ratio
biascal_v2_20260615T171638Z,imm_cv_ct_mht_ipda,crossing,0,nees_p95,4.50144,ratio
biascal_v2_20260615T171638Z,imm_cv_ct_mht_ipda,crossing,0,nees_coverage_95,1,ratio
biascal_v2_20260615T171638Z,imm_cv_ct_mht_ipda,crossing,0,nees_beta_hat,0.755854,ratio
biascal_v2_20260615T171638Z,imm_cv_ct_mht_ipda,crossing,0,nees_n,78,count
biascal_v2_20260615T171638Z,imm_cv_ct_mht_ipda,crossing,0,nees_dropped_singular,0,count
biascal_v2_20260615T171638Z,imm_cv_ct_mht_ipda,crossing,0,nis_mean:ais_pos2d_sim,1.89233,ratio
biascal_v2_20260615T171638Z,imm_cv_ct_mht_ipda,crossing,0,nis_coverage_95:ais_pos2d_sim,0.935897,ratio
biascal_v2_20260615T171638Z,imm_cv_ct_mht_ipda,crossing,0,nis_alpha_hat:ais_pos2d_sim,0.946165,ratio
biascal_v2_20260615T171638Z,imm_cv_ct_mht_ipda,crossing,0,nis_trace_ratio:ais_pos2d_sim,0.720021,ratio
biascal_v2_20260615T171638Z,imm_cv_ct_mht_ipda,crossing,0,nis_n:ais_pos2d_sim,78,count
biascal_v2_20260615T171638Z,imm_cv_ct_mht_ipda,crossing,0,nis_dropped_singular:ais_pos2d_sim,0,count
biascal_v2_20260615T171638Z,imm_cv_ct_mht_mofn,crossing,0,ospa_mean,18.1586,m
biascal_v2_20260615T171638Z,imm_cv_ct_mht_mofn,crossing,0,ospa_p95,11.4267,m
biascal_v2_20260615T171638Z,imm_cv_ct_mht_mofn,crossing,0,gospa_mean,8.5024,m
biascal_v2_20260615T171638Z,imm_cv_ct_mht_mofn,crossing,0,gospa_p95,16.1598,m
biascal_v2_20260615T171638Z,imm_cv_ct_mht_mofn,crossing,0,gospa_rms,9.41789,m
biascal_v2_20260615T171638Z,imm_cv_ct_mht_mofn,crossing,0,lifetime_ratio,0.975,ratio
biascal_v2_20260615T171638Z,imm_cv_ct_mht_mofn,crossing,0,track_breaks,0,count
