# run_id: 2026-07-10_dossier_philos_imm_cv_ct_mht
# started_at: 2026-07-10T10:06:55Z
# git_sha: unknown
# build_type: Release
# compiler: unknown
# host: unknown
# seeds: [0]
# configs: 1
# scenarios: 2
# total_runs: 46
# elapsed_seconds: 51.233
run_id,config,scenario,seed,metric,value,unit
2026-07-10_dossier_philos_imm_cv_ct_mht,imm_cv_ct_mht,philos,0,wall_seconds,25.7916,s
2026-07-10_dossier_philos_imm_cv_ct_mht,imm_cv_ct_mht,philos,0,ospa_mean,424.527,m
2026-07-10_dossier_philos_imm_cv_ct_mht,imm_cv_ct_mht,philos,0,ospa_p95,500,m
2026-07-10_dossier_philos_imm_cv_ct_mht,imm_cv_ct_mht,philos,0,gospa_mean,69.3626,m
2026-07-10_dossier_philos_imm_cv_ct_mht,imm_cv_ct_mht,philos,0,gospa_p95,100.273,m
2026-07-10_dossier_philos_imm_cv_ct_mht,imm_cv_ct_mht,philos,0,gospa_rms,72.7404,m
2026-07-10_dossier_philos_imm_cv_ct_mht,imm_cv_ct_mht,philos,0,gospa_localization,211.169,m2
2026-07-10_dossier_philos_imm_cv_ct_mht,imm_cv_ct_mht,philos,0,gospa_missed,1730,m2
2026-07-10_dossier_philos_imm_cv_ct_mht,imm_cv_ct_mht,philos,0,gospa_false,3350,m2
2026-07-10_dossier_philos_imm_cv_ct_mht,imm_cv_ct_mht,philos,0,card_err_mean,8.1,tracks
2026-07-10_dossier_philos_imm_cv_ct_mht,imm_cv_ct_mht,philos,0,tgospa_raw,334.4,m
2026-07-10_dossier_philos_imm_cv_ct_mht,imm_cv_ct_mht,philos,0,tgospa_smooth,0,m
2026-07-10_dossier_philos_imm_cv_ct_mht,imm_cv_ct_mht,philos,0,lifetime_ratio,0.312909,ratio
2026-07-10_dossier_philos_imm_cv_ct_mht,imm_cv_ct_mht,philos,0,track_breaks,0.217391,count
2026-07-10_dossier_philos_imm_cv_ct_mht,imm_cv_ct_mht,philos,0,id_switches,0,count
2026-07-10_dossier_philos_imm_cv_ct_mht,imm_cv_ct_mht,philos,0,pos_rmse_m,25.5828,m
2026-07-10_dossier_philos_imm_cv_ct_mht,imm_cv_ct_mht,philos,0,sog_rmse_mps,3.91506,m/s
2026-07-10_dossier_philos_imm_cv_ct_mht,imm_cv_ct_mht,philos,0,cog_rmse_deg,77.8472,deg
2026-07-10_dossier_philos_imm_cv_ct_mht,imm_cv_ct_mht,philos,0,lifetime_ratio:truth_316028326,0.818182,ratio
2026-07-10_dossier_philos_imm_cv_ct_mht,imm_cv_ct_mht,philos,0,track_breaks:truth_316028326,0,count
2026-07-10_dossier_philos_imm_cv_ct_mht,imm_cv_ct_mht,philos,0,id_switches:truth_316028326,0,count
2026-07-10_dossier_philos_imm_cv_ct_mht,imm_cv_ct_mht,philos,0,pos_rmse_m:truth_316028326,20.0957,m
2026-07-10_dossier_philos_imm_cv_ct_mht,imm_cv_ct_mht,philos,0,sog_rmse_mps:truth_316028326,1.06092,m/s
