rank,lat,lon,returns,dwell,nscen,d_fixed_m,fixed_class,d_radar_m,d_shore_m,d_aid_m,d_ownship_m,d_ais_m,in_coverage,in_moorarea,class
1390,42.361628,-71.077931,3,0.749,1,7.1,BRIDGE,7.1,11.1,2494.7,338.7,2084.0,1,0,SUPPRESS_CHARTED
1391,42.354951,-71.078228,3,0.874,1,73.0,BRIDGE,73.0,92.3,2540.7,372.5,2346.3,1,0,UNKNOWN_INCOV
1392,42.354454,-71.078212,3,0.905,1,25.5,BUISGL,25.5,144.5,2549.8,418.9,2347.3,1,0,SUPPRESS_CHARTED
1393,42.361511,-71.080298,3,0.781,1,11.2,BUISGL,11.2,46.9,2686.4,304.6,2263.2,1,0,SUPPRESS_CHARTED
1394,42.356719,-71.074954,3,0.759,1,40.4,BRIDGE,40.4,51.3,2246.2,412.2,2060.6,1,0,SUPPRESS_CHARTED
1395,42.356231,-71.076227,3,0.687,1,15.9,SLCONS,15.9,15.9,2356.6,360.7,2172.4,1,0,SUPPRESS_CHARTED
1396,42.356900,-71.075451,3,0.751,1,7.3,SLCONS,7.3,7.3,2284.7,366.7,2098.2,1,0,SUPPRESS_CHARTED
1397,42.355089,-71.080911,3,0.595,1,2.7,SLCONS,2.7,2.7,2755.6,284.0,2566.3,1,0,SUPPRESS_CHARTED
1398,42.354956,-71.077752,3,0.678,1,48.5,BRIDGE,48.5,105.3,2502.1,396.2,2307.2,1,0,SUPPRESS_CHARTED
1399,42.354874,-71.082841,3,0.658,1,30.6,SLCONS,30.6,1.1,2916.0,345.7,2725.4,1,0,SUPPRESS_CHARTED
1400,42.354207,-71.080750,3,0.585,1,33.4,BRIDGE,33.4,98.4,2759.6,382.4,2557.1,1,0,SUPPRESS_CHARTED
1401,42.354048,-71.080708,3,0.522,1,44.7,BUISGL,44.7,116.2,2759.7,400.1,2554.7,1,0,SUPPRESS_CHARTED
1402,42.380068,-71.045637,3,0.845,1,160.8,SLCONS,160.8,160.8,546.5,166.8,220.8,0,0,UNKNOWN_OUTCOV
1403,42.375792,-71.050038,3,0.688,1,10.3,BUISGL,10.3,24.0,596.5,278.1,656.3,0,0,SUPPRESS_CHARTED
1404,42.380220,-71.046589,3,0.720,1,80.7,SLCONS,80.7,80.7,577.9,189.3,158.5,0,0,UNKNOWN_OUTCOV
1405,42.375345,-71.042051,3,0.617,1,8.9,SLCONS,23.8,14.3,525.8,383.2,518.0,0,0,SUPPRESS_CHARTED
1406,42.375193,-71.041402,3,0.700,1,22.7,BUISGL,22.7,21.6,545.1,438.5,544.7,0,0,SUPPRESS_CHARTED
1407,42.376637,-71.050863,3,0.761,1,12.0,BUISGL,12.0,90.1,712.4,352.7,594.5,0,0,SUPPRESS_CHARTED
1408,42.377980,-71.050949,3,0.552,1,29.5,BUISGL,29.5,135.8,841.0,389.8,469.7,0,0,SUPPRESS_CHARTED
1409,42.377401,-71.048167,3,0.749,1,6.0,SLCONS,6.0,6.0,688.7,154.3,449.1,0,0,SUPPRESS_CHARTED
1410,42.376922,-71.042342,3,0.920,1,10.2,SLCONS,20.4,20.4,666.5,326.7,341.0,0,0,SUPPRESS_CHARTED
1411,42.376950,-71.041641,3,0.888,1,25.0,SLCONS,25.0,10.1,695.2,383.2,351.2,0,0,SUPPRESS_CHARTED
1412,42.375401,-71.051179,3,0.615,1,2.0,BUISGL,2.0,44.6,625.4,375.6,632.4,0,0,SUPPRESS_CHARTED
1413,42.378708,-71.048652,3,0.792,1,51.9,SLCONS,51.9,51.9,815.7,221.4,313.0,0,0,UNKNOWN_OUTCOV
1414,42.376317,-71.042546,3,0.774,1,18.6,SLCONS,44.3,44.3,598.5,322.5,405.9,0,0,SUPPRESS_CHARTED
1415,42.379382,-71.049891,3,0.772,1,15.2,SLCONS,15.2,15.2,828.8,335.7,293.0,0,0,SUPPRESS_CHARTED
1416,42.378690,-71.044479,3,0.784,1,100.0,SLCONS,100.0,100.0,647.8,121.4,188.5,0,0,UNKNOWN_OUTCOV
1417,42.376910,-71.048429,3,0.708,1,8.2,SLCONS,8.2,8.2,643.8,163.1,505.8,0,0,SUPPRESS_CHARTED
1418,42.377889,-71.050959,3,0.511,1,26.4,BUISGL,26.4,136.1,832.7,389.3,478.5,0,0,SUPPRESS_CHARTED
1419,42.375805,-71.042925,3,0.815,1,6.8,SLCONS,33.6,46.7,533.6,304.9,461.5,0,0,SUPPRESS_CHARTED
1420,42.380302,-71.048977,3,0.761,1,15.9,BUISGL,15.9,21.8,712.1,313.5,166.4,0,0,SUPPRESS_CHARTED
1421,42.377169,-71.050834,3,0.552,1,9.1,BUISGL,9.1,107.3,759.5,362.2,541.1,0,0,SUPPRESS_CHARTED
1422,42.378431,-71.041639,3,0.512,1,4.0,BUISGL,4.0,53.4,649.4,354.6,201.0,0,0,SUPPRESS_CHARTED
1423,42.358913,-71.045975,2,0.955,1,173.2,PILPNT,148.7,185.7,148.7,432.7,347.2,1,1,KEEP_ANCHORAGE
1424,42.360375,-71.047766,2,0.572,1,3.9,SLCONS,3.9,3.9,157.3,328.8,169.8,1,0,SUPPRESS_CHARTED
1425,42.359149,-71.048711,2,0.572,1,18.1,SLCONS,18.1,18.1,79.1,485.1,121.7,1,0,SUPPRESS_CHARTED
1426,42.362053,-71.047260,2,0.000,2,8.7,PONTON,8.7,53.6,346.6,169.7,237.1,1,0,SUPPRESS_CHARTED
1427,42.358870,-71.055132,2,0.761,1,117.6,BUISGL,117.6,383.8,603.9,907.0,414.6,1,0,KEEP_INCOV_UNCHARTED
1428,42.362725,-71.047487,2,0.697,1,9.2,PONTON,9.2,67.1,419.4,167.6,271.2,1,0,SUPPRESS_CHARTED
1429,42.366625,-71.051866,2,0.000,2,31.4,BUISGL,31.4,99.5,738.4,523.3,517.7,1,0,SUPPRESS_CHARTED
1430,42.366121,-71.040113,2,0.000,2,55.6,SLCONS,55.6,55.6,753.2,524.4,367.9,1,0,UNKNOWN_INCOV
1431,42.366603,-71.039326,2,0.000,2,139.6,SLCONS,139.6,139.6,755.1,608.2,427.8,1,0,KEEP_INCOV_UNCHARTED
1432,42.363651,-71.039388,2,0.637,1,10.2,SLCONS,10.2,10.2,864.7,485.7,538.6,1,0,SUPPRESS_CHARTED
1433,42.364361,-71.033820,2,0.000,2,45.7,BUISGL,45.7,53.3,575.3,674.0,689.9,1,0,SUPPRESS_CHARTED
1434,42.357860,-71.043344,2,0.000,2,278.9,OBSTRN,262.0,334.9,262.0,441.9,577.3,1,0,KEEP_INCOV_UNCHARTED
1435,42.354695,-71.047893,2,0.572,1,3.7,PONTON,3.7,8.9,321.7,921.7,167.1,1,0,SUPPRESS_CHARTED
1436,42.357591,-71.046875,2,0.000,2,55.2,OBSTRN,142.6,174.3,169.5,589.3,320.1,1,1,UNKNOWN_INCOV
1437,42.355949,-71.047503,2,0.000,2,88.3,OBSTRN,98.8,118.2,277.1,778.7,181.5,1,0,UNKNOWN_INCOV
1438,42.361417,-71.050952,2,0.572,1,11.9,SLCONS,11.9,11.9,377.4,477.1,111.4,1,0,SUPPRESS_CHARTED
1439,42.365592,-71.050782,2,0.891,1,7.2,BUISGL,7.2,53.1,774.8,515.2,519.8,1,0,SUPPRESS_CHARTED
1440,42.367079,-71.036883,2,0.000,2,247.4,SLCONS,247.4,247.4,875.8,804.8,630.3,1,0,KEEP_INCOV_UNCHARTED
1441,42.366878,-71.036301,2,0.637,1,240.4,SLCONS,240.4,240.4,920.9,835.5,676.8,1,0,KEEP_INCOV_UNCHARTED
1442,42.365611,-71.039105,2,0.000,2,40.2,SLCONS,40.2,40.2,849.2,566.3,460.7,1,0,SUPPRESS_CHARTED
1443,42.363717,-71.035617,2,0.000,2,29.9,PILPNT,29.9,40.1,636.4,539.5,766.7,1,0,SUPPRESS_CHARTED
1444,42.363487,-71.036102,2,0.000,2,18.3,OBSTRN,41.1,43.3,655.7,500.5,777.0,1,0,SUPPRESS_CHARTED
1445,42.354648,-71.043928,2,0.000,2,14.6,SLCONS,14.6,14.6,105.8,692.0,477.8,1,0,SUPPRESS_CHARTED
1446,42.358947,-71.044910,2,0.702,1,244.0,OBSTRN,236.0,255.2,236.0,429.1,433.1,1,0,KEEP_INCOV_UNCHARTED
1447,42.361703,-71.047747,2,0.572,1,5.6,PONTON,5.6,27.3,305.0,223.9,183.0,1,0,SUPPRESS_CHARTED
1448,42.358573,-71.055118,2,0.766,1,123.9,BUISGL,123.9,390.5,604.2,922.3,420.0,1,0,KEEP_INCOV_UNCHARTED
1449,42.365182,-71.038947,2,0.637,1,3.2,SLCONS,3.2,3.2,894.4,558.9,487.2,1,0,SUPPRESS_CHARTED
1450,42.366364,-71.036620,2,0.000,2,177.4,SLCONS,177.4,177.4,894.5,786.5,650.9,1,0,KEEP_INCOV_UNCHARTED
1451,42.366399,-71.036029,2,0.572,1,204.1,SLCONS,204.1,204.1,865.5,811.8,699.2,1,0,KEEP_INCOV_UNCHARTED
1452,42.365866,-71.036737,2,0.000,2,123.4,SLCONS,123.4,123.4,861.1,741.9,646.4,1,0,KEEP_INCOV_UNCHARTED
1453,42.366376,-71.035347,2,0.000,2,230.7,SLCONS,230.7,230.7,828.7,824.3,755.3,1,0,KEEP_INCOV_UNCHARTED
1454,42.366364,-71.034966,2,0.000,2,246.3,SLCONS,246.3,246.3,809.2,832.8,786.6,1,0,KEEP_INCOV_UNCHARTED
1455,42.359066,-71.044853,2,0.637,1,253.4,SLCONS,241.0,253.4,241.0,416.4,436.3,1,0,KEEP_INCOV_UNCHARTED
1456,42.358884,-71.047934,2,0.572,1,26.1,SLCONS,15.0,42.5,15.0,479.4,191.3,1,0,SUPPRESS_CHARTED
1457,42.359920,-71.047340,2,0.000,2,28.2,SLCONS,28.2,28.2,112.8,354.5,222.8,1,0,SUPPRESS_CHARTED
1458,42.362281,-71.051231,2,0.572,1,37.4,BUISGL,37.4,49.0,465.4,478.4,193.9,1,0,SUPPRESS_CHARTED
1459,42.364087,-71.049625,2,0.572,1,19.4,SLCONS,19.4,19.4,589.8,365.4,351.9,1,0,SUPPRESS_CHARTED
1460,42.364181,-71.050803,2,0.000,2,73.8,SLCONS,73.8,73.8,631.4,462.2,372.6,1,0,UNKNOWN_INCOV
1461,42.364552,-71.051679,2,0.572,1,74.0,SLCONS,74.0,74.0,699.4,541.6,433.7,1,0,UNKNOWN_INCOV
1462,42.368598,-71.052086,2,0.000,2,25.4,SLCONS,25.4,25.4,612.5,327.0,347.4,1,0,SUPPRESS_CHARTED
1463,42.365863,-71.042074,2,0.000,2,7.3,SLCONS,10.4,35.6,692.5,383.6,220.3,1,0,SUPPRESS_CHARTED
1464,42.367937,-71.039848,2,0.572,1,66.9,BUISGL,66.9,178.8,623.0,677.3,410.5,1,0,UNKNOWN_INCOV
1465,42.367561,-71.039619,2,0.000,2,103.8,BUISGL,103.8,182.5,664.3,659.6,416.1,1,0,KEEP_INCOV_UNCHARTED
1466,42.365696,-71.035321,2,0.000,2,167.6,SLCONS,167.6,167.6,768.3,753.1,764.2,1,0,KEEP_INCOV_UNCHARTED
1467,42.365177,-71.035709,2,0.701,1,102.0,SLCONS,102.0,102.0,747.3,688.3,743.3,1,0,KEEP_INCOV_UNCHARTED
1468,42.366727,-71.049393,2,0.637,1,1.7,BUISGL,1.7,7.4,607.8,504.0,387.5,1,0,SUPPRESS_CHARTED
1469,42.368310,-71.050838,2,0.000,2,3.7,SLCONS,3.7,3.7,547.9,419.2,450.7,1,0,SUPPRESS_CHARTED
1470,42.367113,-71.043228,2,0.701,1,25.2,OBSTRN,25.9,51.2,526.7,450.3,118.7,1,0,SUPPRESS_CHARTED
1471,42.370866,-71.041398,2,0.637,1,109.0,BUISGL,109.0,213.7,362.1,706.3,524.3,1,0,KEEP_INCOV_UNCHARTED
1472,42.366999,-71.038980,2,0.000,2,177.3,BUISGL,177.3,190.2,745.0,657.5,457.8,1,0,KEEP_INCOV_UNCHARTED
1473,42.367188,-71.038641,2,0.000,2,194.1,BUISGL,194.1,219.5,752.5,692.4,487.7,1,0,KEEP_INCOV_UNCHARTED
1474,42.358527,-71.046329,2,0.000,2,155.8,OBSTRN,128.8,180.1,128.8,479.0,329.0,1,1,KEEP_ANCHORAGE
1475,42.354637,-71.047467,2,0.000,2,14.5,SLCONS,14.5,14.5,290.9,912.2,200.8,1,0,SUPPRESS_CHARTED
1476,42.359379,-71.048848,2,0.637,1,15.2,SLCONS,15.2,15.2,99.2,470.6,106.3,1,0,SUPPRESS_CHARTED
1477,42.356901,-71.052029,2,0.637,1,120.9,BUISGL,120.9,184.0,417.3,848.8,242.2,1,0,KEEP_INCOV_UNCHARTED
1478,42.363664,-71.053233,2,0.000,2,199.1,BUISGL,199.1,211.3,688.5,646.7,417.7,1,0,KEEP_INCOV_UNCHARTED
1479,42.366445,-71.038987,2,0.000,2,132.8,SLCONS,132.8,132.8,787.1,621.0,456.2,1,0,KEEP_INCOV_UNCHARTED
1480,42.365512,-71.039914,2,0.000,2,50.4,SLCONS,50.4,50.4,817.2,502.1,400.1,1,0,UNKNOWN_INCOV
1481,42.356253,-71.048362,2,0.000,2,31.8,PONTON,31.8,73.8,304.7,764.8,130.3,1,0,SUPPRESS_CHARTED
1482,42.355040,-71.048123,2,0.000,2,40.1,PONTON,40.1,51.2,330.6,888.8,133.2,1,0,SUPPRESS_CHARTED
1483,42.358856,-71.047189,2,0.000,2,79.8,PILPNT,50.1,103.4,50.1,459.7,250.9,1,1,KEEP_ANCHORAGE
1484,42.363918,-71.051733,2,0.000,2,87.9,BUISGL,87.9,125.5,639.7,531.0,370.9,1,0,UNKNOWN_INCOV
1485,42.367069,-71.051485,2,0.000,2,1.9,BUISGL,1.9,42.4,681.0,495.0,498.7,1,0,SUPPRESS_CHARTED
1486,42.362259,-71.033710,2,0.000,2,5.7,SLCONS,5.7,5.7,417.0,482.9,552.5,1,0,SUPPRESS_CHARTED
1487,42.358914,-71.047548,2,0.000,2,51.3,PILPNT,20.0,73.4,20.0,463.7,220.8,1,0,SUPPRESS_CHARTED
1488,42.358917,-71.047990,2,0.000,2,20.3,SLCONS,17.7,37.3,17.7,478.1,185.8,1,0,SUPPRESS_CHARTED
1489,42.370160,-71.043537,2,0.000,2,39.3,SLCONS,39.3,39.3,231.9,686.9,382.9,1,0,SUPPRESS_CHARTED
1490,42.362507,-71.033728,2,0.000,2,2.6,SLCONS,2.6,2.6,432.5,505.6,565.8,1,0,SUPPRESS_CHARTED
1491,42.357410,-71.045082,2,0.000,2,128.0,OBSTRN,216.6,255.5,216.6,593.1,427.5,1,1,KEEP_ANCHORAGE
1492,42.369721,-71.053006,2,0.000,2,33.6,SLCONS,72.4,72.4,629.0,182.6,221.0,1,0,UNKNOWN_INCOV
1493,42.368373,-71.051167,2,0.000,2,19.2,SLCONS,19.2,23.6,564.5,395.2,424.1,1,0,SUPPRESS_CHARTED
1494,42.365611,-71.034426,2,0.000,2,159.2,BUISGL,159.2,171.1,715.4,771.8,823.0,1,0,KEEP_INCOV_UNCHARTED
1495,42.364932,-71.036311,2,0.000,2,52.6,SLCONS,52.6,52.6,764.8,648.0,702.0,1,0,UNKNOWN_INCOV
1496,42.361194,-71.046972,2,0.000,2,56.6,PONTON,56.6,87.2,257.2,216.7,226.7,1,0,UNKNOWN_INCOV
1497,42.367213,-71.043286,2,0.000,2,24.1,OBSTRN,25.5,47.9,514.6,458.9,119.9,1,0,SUPPRESS_CHARTED
1498,42.367045,-71.038632,2,0.000,2,202.8,BUISGL,202.8,204.2,763.3,683.3,486.8,1,0,KEEP_INCOV_UNCHARTED
1499,42.365275,-71.033880,2,0.000,2,102.3,BUISGL,102.3,140.4,658.8,758.5,765.1,1,0,KEEP_INCOV_UNCHARTED
1500,42.365269,-71.050005,2,0.000,2,15.1,BUISGL,15.1,19.3,724.9,441.9,470.4,1,0,SUPPRESS_CHARTED
1501,42.366130,-71.051999,2,0.000,2,68.5,BUISGL,68.5,142.9,786.6,569.0,557.7,1,0,UNKNOWN_INCOV
1502,42.363830,-71.037206,2,0.000,2,20.2,SLCONS,20.2,20.2,753.1,512.3,678.9,1,0,SUPPRESS_CHARTED
1503,42.357161,-71.048091,2,0.000,2,40.7,PONTON,40.7,68.1,201.6,662.0,218.3,1,0,SUPPRESS_CHARTED
1504,42.357779,-71.044399,2,0.000,2,193.9,OBSTRN,244.9,304.0,244.9,526.5,496.4,1,1,KEEP_ANCHORAGE
1505,42.355207,-71.044203,2,0.000,2,10.9,OBSTRN,22.4,33.4,41.9,663.1,447.4,1,0,SUPPRESS_CHARTED
1506,42.357182,-71.048754,2,0.000,2,6.7,PONTON,6.7,13.7,213.2,679.7,193.4,1,0,SUPPRESS_CHARTED
1507,42.362186,-71.047556,2,0.000,2,8.8,PONTON,8.8,33.9,359.2,185.5,225.9,1,0,SUPPRESS_CHARTED
1508,42.361482,-71.048769,2,0.000,2,2.4,PONTON,2.4,5.5,291.9,308.9,99.1,1,0,SUPPRESS_CHARTED
1509,42.367173,-71.051405,2,0.000,2,5.7,BUISGL,5.7,30.3,668.1,488.8,494.6,1,0,SUPPRESS_CHARTED
1510,42.368877,-71.043580,2,0.000,2,8.6,OBSTRN,10.0,30.6,338.6,629.3,245.7,1,0,SUPPRESS_CHARTED
1511,42.357521,-71.045072,2,0.000,2,132.2,OBSTRN,227.9,267.8,227.9,586.2,434.3,1,1,KEEP_ANCHORAGE
1512,42.364495,-71.049954,2,0.000,2,30.2,SLCONS,30.2,30.2,640.8,403.7,397.5,1,0,SUPPRESS_CHARTED
1513,42.366663,-71.049674,2,0.000,2,4.7,BUISGL,4.7,9.3,625.6,514.6,410.9,1,0,SUPPRESS_CHARTED
1514,42.366127,-71.035351,2,0.000,2,206.8,SLCONS,206.8,206.8,807.0,797.8,756.6,1,0,KEEP_INCOV_UNCHARTED
1515,42.354889,-71.045295,2,0.000,2,24.8,SLCONS,24.8,24.8,120.6,753.5,362.5,1,0,SUPPRESS_CHARTED
1516,42.358876,-71.048692,2,0.000,2,2.4,SLCONS,2.4,2.4,75.2,509.8,134.3,1,0,SUPPRESS_CHARTED
1517,42.366583,-71.049056,2,0.000,2,7.4,SLCONS,7.4,7.4,608.9,473.7,360.7,1,0,SUPPRESS_CHARTED
1518,42.367062,-71.049710,2,0.000,2,12.6,SLCONS,12.6,12.6,589.8,549.1,414.3,1,0,SUPPRESS_CHARTED
1519,42.367850,-71.049962,2,0.000,2,2.7,SLCONS,2.7,2.7,532.4,506.5,449.0,1,0,SUPPRESS_CHARTED
1520,42.367697,-71.039628,2,0.000,2,95.5,BUISGL,95.5,185.7,653.9,669.9,419.3,1,0,UNKNOWN_INCOV
1521,42.364259,-71.040876,2,0.000,2,32.6,SLCONS,32.6,32.6,818.0,375.9,401.4,1,0,SUPPRESS_CHARTED
1522,42.364574,-71.039286,2,0.000,2,34.6,SLCONS,34.6,34.6,932.1,511.2,489.1,1,0,SUPPRESS_CHARTED
1523,42.365689,-71.034757,2,0.000,2,181.4,SLCONS,181.4,181.4,738.6,768.8,810.3,1,0,KEEP_INCOV_UNCHARTED
1524,42.365492,-71.034144,2,0.000,2,134.5,BUISGL,134.5,159.2,691.0,769.8,797.5,1,0,KEEP_INCOV_UNCHARTED
1525,42.358054,-71.046333,2,0.000,2,103.9,OBSTRN,156.0,200.5,156.0,531.0,348.5,1,1,KEEP_ANCHORAGE
1526,42.359578,-71.049034,2,0.000,2,5.4,PONTON,5.4,9.7,123.6,462.6,92.3,1,0,SUPPRESS_CHARTED
1527,42.362496,-71.047290,2,0.000,2,9.0,PONTON,9.0,64.4,395.2,154.7,264.7,1,0,SUPPRESS_CHARTED
1528,42.363653,-71.054176,2,0.000,2,276.2,BUISGL,276.2,284.8,740.4,723.3,472.8,1,0,KEEP_INCOV_UNCHARTED
1529,42.373532,-71.059080,2,0.759,1,135.9,BUISGL,135.9,163.3,1120.6,469.8,439.8,1,0,KEEP_INCOV_UNCHARTED
1530,42.375308,-71.057878,2,0.695,1,248.9,DRYDOC,248.9,34.3,1085.4,558.5,556.0,0,0,SUPPRESS_CHARTED
1531,42.371969,-71.054434,2,0.823,1,5.4,SLCONS,5.4,5.4,717.4,112.2,167.2,1,0,SUPPRESS_CHARTED
1532,42.374875,-71.054404,2,0.759,1,6.0,BUISGL,6.0,14.0,806.9,435.4,476.9,1,0,SUPPRESS_CHARTED
1533,42.373344,-71.054487,2,0.759,1,4.9,BUISGL,4.9,12.4,749.1,265.0,308.9,1,0,SUPPRESS_CHARTED
1534,42.376897,-71.053877,2,0.823,1,48.2,BUISGL,48.2,210.9,901.0,601.8,705.9,0,0,SUPPRESS_CHARTED
1535,42.373556,-71.052693,2,0.695,1,14.6,BUISGL,14.6,46.7,617.3,323.6,392.7,1,0,SUPPRESS_CHARTED
1536,42.372235,-71.051704,2,0.759,1,8.5,SLCONS,8.5,8.5,498.2,268.2,352.0,1,0,SUPPRESS_CHARTED
1537,42.371311,-71.044484,2,0.759,1,6.0,SLCONS,6.0,6.0,103.8,539.7,499.5,1,0,SUPPRESS_CHARTED
1538,42.366157,-71.049245,2,0.759,1,2.8,BUISGL,2.8,9.1,658.1,450.1,382.5,1,0,SUPPRESS_CHARTED
1539,42.368206,-71.055766,2,0.759,1,76.4,BUISGL,76.4,88.7,901.3,308.7,246.3,1,0,UNKNOWN_INCOV
1540,42.366535,-71.056112,2,0.695,1,127.0,LNDMRK,127.0,232.5,1014.7,495.4,434.0,1,0,KEEP_INCOV_UNCHARTED
1541,42.368647,-71.057780,2,0.759,1,6.8,PILPNT,6.8,19.1,1038.9,355.7,270.0,1,0,SUPPRESS_CHARTED
1542,42.365418,-71.062640,2,0.759,1,19.1,BUISGL,19.1,250.5,1416.2,892.6,806.3,1,0,SUPPRESS_CHARTED
1543,42.369249,-71.063630,2,0.759,1,15.4,SLCONS,15.4,15.4,1491.5,759.2,678.3,1,0,SUPPRESS_CHARTED
1544,42.371719,-71.060024,2,0.695,1,49.2,SLCONS,49.2,49.2,1174.9,451.8,393.9,1,0,SUPPRESS_CHARTED
1545,42.372152,-71.063246,2,0.759,1,288.6,SLCONS,288.6,288.6,1441.3,720.8,661.1,1,0,KEEP_INCOV_UNCHARTED
1546,42.372027,-71.060677,2,0.759,1,109.4,SLCONS,109.4,109.4,1229.8,511.9,456.0,1,0,KEEP_INCOV_UNCHARTED
1547,42.372196,-71.062145,2,0.759,1,210.7,SLCONS,210.7,210.7,1351.2,633.4,575.9,1,0,KEEP_INCOV_UNCHARTED
1548,42.372362,-71.062439,2,0.759,1,241.0,SLCONS,241.0,241.0,1376.5,661.3,604.7,1,0,KEEP_INCOV_UNCHARTED
1549,42.371688,-71.055608,2,0.823,1,39.9,SLCONS,39.9,39.9,812.1,121.1,116.4,1,0,SUPPRESS_CHARTED
1550,42.375122,-71.060488,2,0.759,1,136.5,LNDMRK,136.5,14.0,1278.7,674.3,648.9,0,0,SUPPRESS_CHARTED
1551,42.374746,-71.053864,2,0.759,1,11.1,BUISGL,11.1,28.3,761.0,423.9,472.7,1,0,SUPPRESS_CHARTED
1552,42.376054,-71.053696,2,0.759,1,68.5,BUISGL,68.5,117.2,829.4,570.0,617.1,0,0,UNKNOWN_OUTCOV
1553,42.375778,-71.053507,2,0.759,1,35.3,BUISGL,35.3,86.6,798.3,541.5,591.2,0,0,SUPPRESS_CHARTED
1554,42.376237,-71.053361,2,0.759,1,58.7,BUISGL,58.7,137.5,820.8,552.3,643.5,0,0,UNKNOWN_OUTCOV
1555,42.373135,-71.052423,2,0.759,1,10.1,BUISGL,10.1,29.1,580.2,294.7,369.6,1,0,SUPPRESS_CHARTED
1556,42.374027,-71.051459,2,0.000,2,10.6,BUISGL,10.6,60.8,549.8,421.5,496.4,1,0,SUPPRESS_CHARTED
1557,42.373108,-71.048952,2,0.759,1,6.1,SLCONS,6.1,6.1,321.1,362.5,597.0,1,0,SUPPRESS_CHARTED
1558,42.373294,-71.048559,2,0.759,1,14.4,SLCONS,14.4,14.4,308.3,328.5,635.1,1,0,SUPPRESS_CHARTED
1559,42.374484,-71.045776,2,0.000,2,158.8,SLCONS,166.9,172.9,334.7,172.3,651.0,1,0,KEEP_INCOV_UNCHARTED
1560,42.368021,-71.054146,2,0.695,1,35.2,BUISGL,35.2,86.6,791.1,318.1,289.4,1,0,SUPPRESS_CHARTED
1561,42.366874,-71.056882,2,0.759,1,125.2,BUISGL,125.2,161.2,1049.6,479.4,409.1,1,0,KEEP_INCOV_UNCHARTED
1562,42.366412,-71.057452,2,0.759,1,118.3,BUISGL,118.3,181.3,1115.7,545.2,472.3,1,0,KEEP_INCOV_UNCHARTED
1563,42.368824,-71.058152,2,0.759,1,17.6,PILPNT,17.6,48.4,1062.5,365.9,278.9,1,0,SUPPRESS_CHARTED
1564,42.369788,-71.063029,2,0.759,1,44.2,SLCONS,44.2,44.2,1433.8,698.7,620.3,1,0,SUPPRESS_CHARTED
1565,42.369782,-71.063628,2,0.759,1,43.9,SLCONS,43.9,43.9,1482.7,747.3,669.3,1,0,SUPPRESS_CHARTED
1566,42.369941,-71.062038,2,0.759,1,62.8,SLCONS,62.8,62.8,1350.9,615.5,537.6,1,0,UNKNOWN_INCOV
1567,42.372749,-71.062649,2,0.759,1,280.3,SLCONS,280.3,250.3,1397.4,689.9,636.2,1,0,KEEP_INCOV_UNCHARTED
1568,42.372215,-71.059137,2,0.759,1,53.7,BUISGL,53.7,90.4,1104.7,398.2,351.1,1,0,UNKNOWN_INCOV
1569,42.374169,-71.059037,2,0.695,1,194.1,BUISGL,194.1,92.4,1133.7,515.0,491.6,1,0,UNKNOWN_INCOV
1570,42.374645,-71.059394,2,0.759,1,219.3,LNDMRK,219.3,39.7,1176.8,573.5,551.5,1,0,SUPPRESS_CHARTED
1571,42.374539,-71.053381,2,0.759,1,54.3,BUISGL,54.3,51.4,715.1,407.9,463.4,1,0,UNKNOWN_INCOV
1572,42.372272,-71.052880,2,0.759,1,7.8,SLCONS,12.4,12.4,594.3,196.0,275.3,1,0,SUPPRESS_CHARTED
1573,42.372044,-71.050431,2,0.759,1,4.0,SLCONS,4.0,4.0,391.5,353.4,437.6,1,0,SUPPRESS_CHARTED
1574,42.373088,-71.046423,2,0.759,1,126.3,SLCONS,126.3,126.3,188.2,312.3,711.4,1,0,KEEP_INCOV_UNCHARTED
1575,42.370149,-71.044873,2,0.759,1,32.7,SLCONS,32.7,32.7,163.3,655.1,370.4,1,0,SUPPRESS_CHARTED
1576,42.366458,-71.054608,2,0.695,1,8.5,LNDMRK,8.5,257.6,918.4,489.1,446.4,1,0,SUPPRESS_CHARTED
1577,42.362689,-71.054451,2,0.695,1,299.1,SLCONS,299.1,299.1,687.1,739.8,431.6,1,0,KEEP_INCOV_UNCHARTED
1578,42.366663,-71.054930,2,0.759,1,42.3,LNDMRK,42.3,248.9,926.2,466.9,420.0,1,0,SUPPRESS_CHARTED
1579,42.365470,-71.059080,2,0.759,1,112.9,BUISGL,112.9,222.5,1177.0,700.9,622.5,1,0,KEEP_INCOV_UNCHARTED
1580,42.370806,-71.057437,2,0.759,1,4.5,SLCONS,4.5,4.5,964.9,229.1,161.5,1,0,SUPPRESS_CHARTED
1581,42.370703,-71.059809,2,0.759,1,8.4,SLCONS,8.4,8.4,1160.1,424.3,353.3,1,0,SUPPRESS_CHARTED
1582,42.370660,-71.061061,2,0.759,1,71.4,SLCONS,71.4,71.4,1263.0,527.2,455.5,1,0,UNKNOWN_INCOV
1583,42.376689,-71.060778,2,0.695,1,39.7,LNDMRK,39.7,187.8,1285.0,820.4,803.1,0,0,SUPPRESS_CHARTED
1584,42.367682,-71.049940,2,0.759,1,13.6,SLCONS,13.6,13.6,545.6,520.8,442.8,1,0,SUPPRESS_CHARTED
